om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt
696807,2020,09,29,2020-09-29,16:45:00,3,SC,45,0,45.0000,0,0,10000,0,32.7899,-79.8849,32.7899,-79.8849,0,0,0,0,0,19,0,0,0,EG
696808,2020,09,29,2020-09-29,18:25:00,3,NC,37,0,52.0000,0,0,1000,0,34.2900,-78.5900,34.2900,-78.5900,0,0,0,0,0,47,0,0,0,EG
696809,2020,09,29,2020-09-29,18:50:00,3,NC,37,0,50.0000,0,0,0,0,34.9700,-78.3400,34.9700,-78.3400,0,0,0,0,0,163,0,0,0,EG
696810,2020,09,29,2020-09-29,19:03:00,3,NC,37,0,50.0000,0,0,0,0,34.9598,-78.1914,34.9598,-78.1914,0,0,0,0,0,163,0,0,0,EG
696811,2020,09,29,2020-09-29,19:48:00,3,NC,37,0,50.0000,0,0,0,0,34.9200,-77.7700,34.9200,-77.7700,0,0,0,0,0,61,0,0,0,EG
696812,2020,09,29,2020-09-29,20:20:00,3,NC,37,0,50.0000,0,0,0,0,34.7602,-77.4075,34.7602,-77.4075,0,0,0,0,0,133,0,0,0,EG
696813,2020,09,29,2020-09-29,20:40:00,3,NC,37,0,50.0000,0,0,0,0,35.3500,-77.2900,35.3500,-77.2900,0,0,0,0,0,49,0,0,0,EG
696814,2020,09,29,2020-09-29,20:49:00,3,NC,37,0,50.0000,0,0,0,0,34.7500,-77.1100,34.7500,-77.1100,0,0,0,0,0,31,0,0,0,MG
696815,2020,09,30,2020-09-30,10:20:00,3,ME,23,0,61.0000,0,0,0,0,46.9500,-67.8700,46.9500,-67.8700,0,0,0,0,0,3,0,0,0,EG
696816,2020,10,07,2020-10-07,11:06:00,3,NY,36,0,51.0000,0,0,1000,0,43.8100,-76.0200,43.8100,-76.0200,0,0,0,0,0,45,0,0,0,EG
696817,2020,10,07,2020-10-07,11:39:00,3,NY,36,0,51.0000,0,0,1000,0,43.4600,-76.2300,43.4600,-76.2300,0,0,0,0,0,75,0,0,0,EG
696818,2020,10,07,2020-10-07,12:15:00,3,NY,36,0,50.0000,0,0,5000,0,43.0600,-76.1500,43.0600,-76.1500,0,0,0,0,0,67,0,0,0,EG
696819,2020,10,07,2020-10-07,12:15:00,3,NY,36,0,50.0000,0,0,5000,0,42.9300,-76.5700,42.9300,-76.5700,0,0,0,0,0,11,0,0,0,EG
696820,2020,10,07,2020-10-07,12:20:00,3,NY,36,0,50.0000,0,0,10000,0,42.9900,-76.3400,42.9900,-76.3400,0,0,0,0,0,67,0,0,0,EG
696821,2020,10,07,2020-10-07,12:20:00,3,NY,36,0,50.0000,0,0,5000,0,43.4200,-75.2200,43.4200,-75.2200,0,0,0,0,0,65,0,0,0,EG
696822,2020,10,07,2020-10-07,12:29:00,3,NY,36,0,50.0000,0,0,5000,0,43.0800,-75.7600,43.0800,-75.7600,0,0,0,0,0,53,0,0,0,EG
696823,2020,10,07,2020-10-07,12:30:00,3,NY,36,0,50.0000,0,0,5000,0,43.0400,-76.1400,43.0400,-76.1400,0,0,0,0,0,67,0,0,0,EG
696824,2020,10,07,2020-10-07,12:30:00,3,NY,36,0,50.0000,0,0,5000,0,42.9000,-76.1400,42.9000,-76.1400,0,0,0,0,0,67,0,0,0,EG
696825,2020,10,07,2020-10-07,12:31:00,3,NY,36,0,50.0000,0,0,5000,0,42.7700,-75.2700,42.7700,-75.2700,0,0,0,0,0,77,0,0,0,EG
696826,2020,10,07,2020-10-07,12:36:00,3,NY,36,0,50.0000,0,0,5000,0,43.1000,-75.3300,43.1000,-75.3300,0,0,0,0,0,65,0,0,0,EG
696827,2020,10,07,2020-10-07,12:39:00,3,NY,36,0,50.0000,0,0,5000,0,43.0900,-75.2800,43.0900,-75.2800,0,0,0,0,0,65,0,0,0,EG
696828,2020,10,07,2020-10-07,12:44:00,3,NY,36,0,50.0000,0,0,0,0,43.7800,-74.2700,43.7800,-74.2700,0,0,0,0,0,41,0,0,0,EG
696829,2020,10,07,2020-10-07,12:44:00,3,NY,36,0,50.0000,0,0,0,0,43.1100,-75.1600,43.1100,-75.1600,0,0,0,0,0,43,0,0,0,EG
696830,2020,10,07,2020-10-07,12:54:00,3,NY,36,0,50.0000,0,0,5000,0,42.7600,-76.1700,42.7600,-76.1700,0,0,0,0,0,23,0,0,0,EG
696831,2020,10,07,2020-10-07,12:55:00,3,NY,36,0,50.0000,0,0,0,0,43.0300,-74.9900,43.0300,-74.9900,0,0,0,0,0,43,0,0,0,EG
696832,2020,10,07,2020-10-07,12:55:00,3,NY,36,0,50.0000,0,0,10000,0,42.7400,-76.1300,42.7400,-76.1300,0,0,0,0,0,23,0,0,0,EG
696833,2020,10,07,2020-10-07,12:59:00,3,NY,36,0,50.0000,0,0,0,0,43.0500,-74.8600,43.0500,-74.8600,0,0,0,0,0,43,0,0,0,EG
696834,2020,10,07,2020-10-07,12:59:00,3,NY,36,0,50.0000,0,0,0,0,42.9300,-75.1100,42.9300,-75.1100,0,0,0,0,0,43,0,0,0,EG
696835,2020,10,07,2020-10-07,12:59:00,3,NY,36,0,50.0000,0,0,10000,0,42.8400,-75.1500,42.8400,-75.1500,0,0,0,0,0,77,0,0,0,EG
696836,2020,10,07,2020-10-07,13:00:00,3,NY,36,0,50.0000,0,0,5000,0,42.7700,-75.2700,42.7700,-75.2700,0,0,0,0,0,77,0,0,0,EG
696837,2020,10,07,2020-10-07,13:01:00,3,NY,36,0,50.0000,0,0,5000,0,42.6600,-76.4300,42.6600,-76.4300,0,0,0,0,0,11,0,0,0,EG
696838,2020,10,07,2020-10-07,13:02:00,3,NY,36,0,50.0000,0,0,10000,0,42.7400,-75.5800,42.7400,-75.5800,0,0,0,0,0,17,0,0,0,EG
696839,2020,10,07,2020-10-07,13:04:00,3,NY,36,0,50.0000,0,0,5000,0,42.8100,-75.1500,42.8100,-75.1500,0,0,0,0,0,77,0,0,0,EG
696840,2020,10,07,2020-10-07,13:05:00,3,NY,36,0,50.0000,0,0,0,0,43.0000,-74.6800,43.0000,-74.6800,0,0,0,0,0,57,0,0,0,EG
696841,2020,10,07,2020-10-07,13:09:00,3,NY,36,0,50.0000,0,0,5000,0,42.7800,-75.0200,42.7800,-75.0200,0,0,0,0,0,77,0,0,0,EG
696842,2020,10,07,2020-10-07,13:10:00,3,NY,36,0,50.0000,0,0,5000,0,42.7600,-75.0500,42.7600,-75.0500,0,0,0,0,0,77,0,0,0,EG
696843,2020,10,07,2020-10-07,13:15:00,3,NY,36,0,50.0000,0,0,0,0,42.9400,-74.5100,42.9400,-74.5100,0,0,0,0,0,57,0,0,0,EG
696844,2020,10,07,2020-10-07,13:15:00,3,NY,36,0,50.0000,0,0,0,0,43.0100,-74.3700,43.0100,-74.3700,0,0,0,0,0,35,0,0,0,EG
696845,2020,10,07,2020-10-07,13:17:00,3,NY,36,0,50.0000,0,0,0,0,42.9000,-74.6300,42.9000,-74.6300,0,0,0,0,0,57,0,0,0,EG
696846,2020,10,07,2020-10-07,13:18:00,3,NY,36,0,50.0000,0,0,5000,0,42.7200,-75.7200,42.7200,-75.7200,0,0,0,0,0,17,0,0,0,EG
696847,2020,10,07,2020-10-07,13:19:00,3,NY,36,0,50.0000,0,0,5000,0,42.5400,-75.9000,42.5400,-75.9000,0,0,0,0,0,23,0,0,0,EG
696848,2020,10,07,2020-10-07,13:20:00,3,NY,36,0,50.0000,0,0,0,0,42.9000,-74.3000,42.9000,-74.3000,0,0,0,0,0,57,0,0,0,EG
696849,2020,10,07,2020-10-07,13:20:00,3,NY,36,0,50.0000,0,0,0,0,42.9500,-74.3000,42.9500,-74.3000,0,0,0,0,0,57,0,0,0,EG
696850,2020,10,07,2020-10-07,13:21:00,3,NY,36,0,50.0000,0,0,10000,0,42.7100,-75.0300,42.7100,-75.0300,0,0,0,0,0,77,0,0,0,EG
696851,2020,10,07,2020-10-07,13:24:00,3,NY,36,0,50.0000,0,0,5000,0,42.5000,-75.6700,42.5000,-75.6700,0,0,0,0,0,17,0,0,0,EG
696852,2020,10,07,2020-10-07,13:24:00,3,NY,36,0,70.0000,0,0,0,10000,42.7900,-74.4500,42.7900,-74.4500,0,0,0,0,0,57,0,0,0,EG
696853,2020,10,07,2020-10-07,13:24:00,3,NY,36,0,50.0000,0,0,0,0,42.9400,-74.1800,42.9400,-74.1800,0,0,0,0,0,57,0,0,0,EG
696854,2020,10,07,2020-10-07,13:25:00,3,NY,36,0,50.0000,0,0,0,0,42.9400,-74.1900,42.9400,-74.1900,0,0,0,0,0,57,0,0,0,EG
696855,2020,10,07,2020-10-07,13:25:00,3,NY,36,0,50.0000,0,0,0,0,42.9400,-74.1900,42.9400,-74.1900,0,0,0,0,0,57,0,0,0,EG
696856,2020,10,07,2020-10-07,13:25:00,3,NY,36,0,50.0000,0,0,0,0,42.9400,-74.1900,42.9400,-74.1900,0,0,0,0,0,57,0,0,0,EG
696857,2020,10,07,2020-10-07,13:28:00,3,NY,36,0,50.0000,0,0,0,0,42.9500,-74.2000,42.9500,-74.2000,0,0,0,0,0,57,0,0,0,EG
696858,2020,10,07,2020-10-07,13:28:00,3,NY,36,0,50.0000,0,0,5000,0,42.5000,-75.7700,42.5000,-75.7700,0,0,0,0,0,17,0,0,0,EG
696859,2020,10,07,2020-10-07,13:30:00,3,NY,36,0,50.0000,0,0,10000,0,42.6600,-74.9300,42.6600,-74.9300,0,0,0,0,0,77,0,0,0,EG
696860,2020,10,07,2020-10-07,13:30:00,3,NY,36,0,50.0000,0,0,0,0,42.9200,-74.2100,42.9200,-74.2100,0,0,0,0,0,57,0,0,0,EG
696861,2020,10,07,2020-10-07,13:30:00,3,NY,36,0,50.0000,0,0,0,0,42.8800,-74.2700,42.8800,-74.2700,0,0,0,0,0,57,0,0,0,EG
696862,2020,10,07,2020-10-07,13:34:00,3,NY,36,0,50.0000,0,0,0,0,42.9200,-73.9600,42.9200,-73.9600,0,0,0,0,0,91,0,0,0,EG
696863,2020,10,07,2020-10-07,13:34:00,3,NY,36,0,50.0000,0,0,5000,0,42.5400,-75.2300,42.5400,-75.2300,0,0,0,0,0,77,0,0,0,EG
696864,2020,10,07,2020-10-07,13:35:00,3,NY,36,0,50.0000,0,0,0,0,42.9300,-73.9700,42.9300,-73.9700,0,0,0,0,0,91,0,0,0,EG
696865,2020,10,07,2020-10-07,13:35:00,3,NY,36,0,50.0000,0,0,0,0,42.9100,-73.9400,42.9100,-73.9400,0,0,0,0,0,91,0,0,0,EG
696866,2020,10,07,2020-10-07,13:35:00,3,NY,36,0,50.0000,0,0,0,0,42.7100,-74.3100,42.7100,-74.3100,0,0,0,0,0,95,0,0,0,EG
696867,2020,10,07,2020-10-07,13:35:00,3,NY,36,0,50.0000,0,0,0,0,42.7900,-73.9800,42.7900,-73.9800,0,0,0,0,0,93,0,0,0,EG
696868,2020,10,07,2020-10-07,13:36:00,3,NY,36,0,50.0000,0,0,10000,0,42.6300,-74.6800,42.6300,-74.6800,0,0,0,0,0,77,0,0,0,EG
696869,2020,10,07,2020-10-07,13:38:00,3,NY,36,0,50.0000,0,0,5000,0,42.4800,-75.5100,42.4800,-75.5100,0,0,0,0,0,17,0,0,0,EG
696870,2020,10,07,2020-10-07,13:40:00,3,NY,36,0,50.0000,0,0,0,0,42.8200,-73.9000,42.8200,-73.9000,0,0,0,0,0,93,0,0,0,EG
696871,2020,10,07,2020-10-07,13:40:00,3,NY,36,0,74.0000,0,0,0,0,42.9100,-73.8700,42.9100,-73.8700,0,0,0,0,0,91,0,0,0,EG
696872,2020,10,07,2020-10-07,13:40:00,3,NY,36,0,50.0000,0,0,5000,0,42.4000,-75.8600,42.4000,-75.8600,0,0,0,0,0,17,0,0,0,EG
696873,2020,10,07,2020-10-07,13:42:00,3,NY,36,0,74.0000,0,1,0,0,42.9000,-73.7900,42.9000,-73.7900,0,0,0,0,0,91,0,0,0,EG
696874,2020,10,07,2020-10-07,13:43:00,3,NY,36,0,50.0000,0,0,0,0,42.7900,-73.8500,42.7900,-73.8500,0,0,0,0,0,93,0,0,0,EG
696875,2020,10,07,2020-10-07,13:43:00,3,NY,36,0,50.0000,0,0,0,0,42.8300,-73.7800,42.8300,-73.7800,0,0,0,0,0,91,0,0,0,EG
696876,2020,10,07,2020-10-07,13:44:00,3,NY,36,0,50.0000,0,0,0,0,42.8200,-73.9000,42.8200,-73.9000,0,0,0,0,0,93,0,0,0,EG
696877,2020,10,07,2020-10-07,13:45:00,3,NY,36,0,50.0000,0,0,0,0,42.8100,-73.9200,42.8100,-73.9200,0,0,0,0,0,93,0,0,0,EG
696878,2020,10,07,2020-10-07,13:46:00,3,NY,36,0,50.0000,0,0,0,0,42.8000,-73.8600,42.8000,-73.8600,0,0,0,0,0,93,0,0,0,EG
696879,2020,10,07,2020-10-07,13:46:00,3,NY,36,0,50.0000,0,0,0,0,42.7900,-73.8900,42.7900,-73.8900,0,0,0,0,0,93,0,0,0,EG
696880,2020,10,07,2020-10-07,13:47:00,3,NY,36,0,50.0000,0,0,0,0,42.7900,-73.8800,42.7900,-73.8800,0,0,0,0,0,93,0,0,0,EG
696881,2020,10,07,2020-10-07,13:48:00,3,NY,36,0,50.0000,0,0,3000,0,42.6000,-74.7200,42.6000,-74.7200,0,0,0,0,0,77,0,0,0,EG
696882,2020,10,07,2020-10-07,13:48:00,3,NY,36,0,50.0000,0,0,0,0,42.7800,-73.9500,42.7800,-73.9500,0,0,0,0,0,93,0,0,0,EG
696883,2020,10,07,2020-10-07,13:48:00,3,NY,36,0,50.0000,0,0,2000,2000,42.8000,-73.9200,42.8000,-73.9200,0,0,0,0,0,93,0,0,0,EG
696884,2020,10,07,2020-10-07,13:48:00,3,NY,36,0,50.0000,0,0,10000,0,42.6300,-75.1300,42.6300,-75.1300,0,0,0,0,0,77,0,0,0,EG
696885,2020,10,07,2020-10-07,13:48:00,3,NY,36,0,50.0000,0,0,0,0,42.8000,-73.9200,42.8000,-73.9200,0,0,0,0,0,93,0,0,0,EG
696886,2020,10,07,2020-10-07,13:50:00,3,NY,36,0,50.0000,0,0,10000,0,42.4600,-74.9200,42.4600,-74.9200,0,0,0,0,0,25,0,0,0,EG
696887,2020,10,07,2020-10-07,13:50:00,3,NY,36,0,50.0000,0,0,0,0,42.7100,-73.9300,42.7100,-73.9300,0,0,0,0,0,1,0,0,0,EG
696888,2020,10,07,2020-10-07,13:52:00,3,NY,36,0,59.0000,0,0,0,0,42.7500,-73.8000,42.7500,-73.8000,0,0,0,0,0,1,0,0,0,MG
696889,2020,10,07,2020-10-07,13:53:00,3,NY,36,0,50.0000,0,0,0,1000,42.7255,-73.7654,42.7255,-73.7654,0,0,0,0,0,1,0,0,0,EG
696890,2020,10,07,2020-10-07,13:54:00,3,NY,36,0,50.0000,0,0,0,0,42.7200,-73.8300,42.7200,-73.8300,0,0,0,0,0,1,0,0,0,EG
696891,2020,10,07,2020-10-07,13:54:00,3,NY,36,0,50.0000,0,0,0,0,42.1400,-73.5800,42.1400,-73.5800,0,0,0,0,0,21,0,0,0,EG
696892,2020,10,07,2020-10-07,13:54:00,3,NY,36,0,87.0000,0,0,3000,15000,42.8454,-73.4690,42.8463,-73.4527,0,0,0,0,0,83,0,0,0,EG
696893,2020,10,07,2020-10-07,13:55:00,3,NY,36,0,50.0000,0,0,0,0,42.6300,-73.9200,42.6300,-73.9200,0,0,0,0,0,1,0,0,0,EG
696894,2020,10,07,2020-10-07,13:55:00,3,NY,36,0,50.0000,0,0,10000,0,42.4200,-74.8900,42.4200,-74.8900,0,0,0,0,0,25,0,0,0,EG
696895,2020,10,07,2020-10-07,13:55:00,3,NY,36,0,50.0000,0,0,10000,0,42.4500,-74.9100,42.4500,-74.9100,0,0,0,0,0,25,0,0,0,EG
696896,2020,10,07,2020-10-07,13:56:00,3,NY,36,0,50.0000,0,0,0,0,42.8600,-73.5000,42.8600,-73.5000,0,0,0,0,0,83,0,0,0,EG
696897,2020,10,07,2020-10-07,13:56:00,3,NY,36,0,50.0000,0,0,0,0,42.8700,-73.6400,42.8700,-73.6400,0,0,0,0,0,83,0,0,0,EG
696898,2020,10,07,2020-10-07,13:58:00,3,NY,36,0,50.0000,0,0,2000,0,42.6600,-73.8100,42.6600,-73.8100,0,0,0,0,0,1,0,0,0,EG
696899,2020,10,07,2020-10-07,13:59:00,3,NY,36,0,45.0000,0,0,0,2000,42.7300,-73.6100,42.7300,-73.6100,0,0,0,0,0,83,0,0,0,EG
696900,2020,10,07,2020-10-07,14:00:00,3,NY,36,0,50.0000,0,0,10000,0,42.4100,-74.6200,42.4100,-74.6200,0,0,0,0,0,25,0,0,0,EG
696901,2020,10,07,2020-10-07,14:00:00,3,NY,36,0,50.0000,0,0,0,0,42.7000,-73.8900,42.7000,-73.8900,0,0,0,0,0,1,0,0,0,EG
696902,2020,10,07,2020-10-07,14:00:00,3,NY,36,0,50.0000,0,0,0,0,42.6500,-73.8300,42.6500,-73.8300,0,0,0,0,0,1,0,0,0,EG
696903,2020,10,07,2020-10-07,14:00:00,3,NY,36,0,50.0000,0,0,3000,0,42.6000,-73.8900,42.6000,-73.8900,0,0,0,0,0,1,0,0,0,EG
696904,2020,10,07,2020-10-07,14:00:00,3,NY,36,0,50.0000,0,0,0,0,42.6000,-73.8400,42.6000,-73.8400,0,0,0,0,0,1,0,0,0,EG
696905,2020,10,07,2020-10-07,14:01:00,3,NY,36,0,50.0000,0,0,0,5000,42.6800,-73.8300,42.6800,-73.8300,0,0,0,0,0,1,0,0,0,EG
696906,2020,10,07,2020-10-07,14:02:00,3,NY,36,0,50.0000,0,0,0,0,42.8700,-73.3600,42.8700,-73.3600,0,0,0,0,0,83,0,0,0,EG
696907,2020,10,07,2020-10-07,14:03:00,3,NY,36,0,50.0000,0,0,10000,0,42.4200,-74.6300,42.4200,-74.6300,0,0,0,0,0,25,0,0,0,EG
696908,2020,10,07,2020-10-07,14:03:00,3,NY,36,0,45.0000,0,0,0,1000,42.3600,-73.8200,42.3600,-73.8200,0,0,0,0,0,39,0,0,0,EG
696909,2020,10,07,2020-10-07,14:04:00,3,NY,36,0,45.0000,0,0,0,2000,42.6700,-73.8000,42.6700,-73.8000,0,0,0,0,0,1,0,0,0,EG
696910,2020,10,07,2020-10-07,14:05:00,3,NY,36,0,50.0000,0,0,0,2000,42.5700,-73.7700,42.5700,-73.7700,0,0,0,0,0,1,0,0,0,EG
696911,2020,10,07,2020-10-07,14:05:00,3,NY,36,0,50.0000,0,0,0,5000,42.5900,-73.7000,42.5900,-73.7000,0,0,0,0,0,83,0,0,0,EG
696912,2020,10,07,2020-10-07,14:05:00,3,NY,36,0,50.0000,0,0,0,0,42.6600,-73.6900,42.6600,-73.6900,0,0,0,0,0,83,0,0,0,EG
696913,2020,10,07,2020-10-07,14:06:00,3,NY,36,0,50.0000,0,0,2000,0,42.5200,-74.0500,42.5200,-74.0500,0,0,0,0,0,1,0,0,0,EG
696914,2020,10,07,2020-10-07,14:06:00,3,NY,36,0,50.0000,0,0,0,1000,42.6900,-73.8500,42.6900,-73.8500,0,0,0,0,0,1,0,0,0,EG
696915,2020,10,07,2020-10-07,14:10:00,3,NY,36,0,50.0000,0,0,0,0,42.5900,-73.8100,42.5900,-73.8100,0,0,0,0,0,1,0,0,0,EG
696916,2020,10,07,2020-10-07,14:10:00,3,NY,36,0,50.0000,0,0,0,0,42.5700,-73.8000,42.5700,-73.8000,0,0,0,0,0,1,0,0,0,EG
696917,2020,10,07,2020-10-07,14:10:00,3,VT,50,0,50.0000,0,0,0,0,42.8800,-73.2000,42.8800,-73.2000,0,0,0,0,0,3,0,0,0,EG
696918,2020,10,07,2020-10-07,14:10:00,3,VT,50,0,50.0000,0,0,0,0,42.8065,-73.2186,42.8065,-73.2186,0,0,0,0,0,3,0,0,0,EG
696919,2020,10,07,2020-10-07,14:10:00,3,NY,36,0,50.0000,0,0,0,0,42.5300,-73.8000,42.5300,-73.8000,0,0,0,0,0,1,0,0,0,EG
696920,2020,10,07,2020-10-07,14:10:00,3,VT,50,0,50.0000,0,0,0,0,42.8700,-73.1900,42.8700,-73.1900,0,0,0,0,0,3,0,0,0,EG
696921,2020,10,07,2020-10-07,14:10:00,3,NY,36,0,50.0000,0,0,0,5000,42.4400,-74.1200,42.4400,-74.1200,0,0,0,0,0,1,0,0,0,EG
696922,2020,10,07,2020-10-07,14:13:00,3,NY,36,0,50.0000,0,0,2000,0,42.6000,-73.7100,42.6000,-73.7100,0,0,0,0,0,83,0,0,0,EG
696923,2020,10,07,2020-10-07,14:15:00,3,NY,36,0,50.0000,0,0,5000,0,42.3400,-74.4800,42.3400,-74.4800,0,0,0,0,0,25,0,0,0,EG
696924,2020,10,07,2020-10-07,14:15:00,3,NY,36,0,50.0000,0,0,5000,0,42.3400,-74.4500,42.3400,-74.4500,0,0,0,0,0,25,0,0,0,EG
696925,2020,10,07,2020-10-07,14:16:00,3,NY,36,0,50.0000,0,0,0,0,42.4800,-73.7700,42.4800,-73.7700,0,0,0,0,0,83,0,0,0,EG
696926,2020,10,07,2020-10-07,14:17:00,3,NY,36,0,50.0000,0,0,0,0,42.5100,-73.5700,42.5100,-73.5700,0,0,0,0,0,83,0,0,0,EG
696927,2020,10,07,2020-10-07,14:17:00,3,MA,25,0,52.0000,0,0,0,0,42.7000,-73.1700,42.7000,-73.1700,0,0,0,0,0,3,0,0,0,MG
696928,2020,10,07,2020-10-07,14:21:00,3,NY,36,0,50.0000,0,0,0,0,42.4900,-73.4900,42.4900,-73.4900,0,0,0,0,0,21,0,0,0,EG
696929,2020,10,07,2020-10-07,14:21:00,3,MA,25,0,50.0000,0,0,0,0,42.6900,-73.1100,42.6900,-73.1100,0,0,0,0,0,3,0,0,0,EG
696930,2020,10,07,2020-10-07,14:21:00,3,NY,36,0,50.0000,0,0,0,0,42.3900,-73.5500,42.3900,-73.5500,0,0,0,0,0,21,0,0,0,EG
696931,2020,10,07,2020-10-07,14:22:00,3,NY,36,0,50.0000,0,0,0,0,42.4400,-73.7700,42.4400,-73.7700,0,0,0,0,0,21,0,0,0,EG
696932,2020,10,07,2020-10-07,14:22:00,3,NY,36,0,50.0000,0,0,0,0,42.4800,-73.5900,42.4800,-73.5900,0,0,0,0,0,21,0,0,0,EG
696933,2020,10,07,2020-10-07,14:25:00,3,MA,25,0,50.0000,0,0,0,0,42.6700,-73.0100,42.6700,-73.0100,0,0,0,0,0,3,0,0,0,EG
696934,2020,10,07,2020-10-07,14:25:00,3,MA,25,0,50.0000,0,0,0,0,42.6300,-73.1200,42.6300,-73.1200,0,0,0,0,0,3,0,0,0,EG
696935,2020,10,07,2020-10-07,14:27:00,3,MA,25,0,50.0000,0,0,0,0,42.5400,-73.3200,42.5400,-73.3200,0,0,0,0,0,3,0,0,0,EG
696936,2020,10,07,2020-10-07,14:27:00,3,NY,36,0,50.0000,0,0,0,0,42.4400,-73.6700,42.4400,-73.6700,0,0,0,0,0,21,0,0,0,EG
696937,2020,10,07,2020-10-07,14:27:00,3,NY,36,0,50.0000,0,0,0,0,42.4100,-73.6800,42.4100,-73.6800,0,0,0,0,0,21,0,0,0,EG
696938,2020,10,07,2020-10-07,14:27:00,3,NY,36,0,50.0000,0,0,0,0,42.3900,-73.7800,42.3900,-73.7800,0,0,0,0,0,21,0,0,0,EG
696939,2020,10,07,2020-10-07,14:28:00,3,NY,36,0,50.0000,0,0,0,0,42.3900,-73.7100,42.3900,-73.7100,0,0,0,0,0,21,0,0,0,EG
696940,2020,10,07,2020-10-07,14:28:00,3,NY,36,0,50.0000,0,0,0,0,42.4100,-73.6800,42.4100,-73.6800,0,0,0,0,0,21,0,0,0,EG
696941,2020,10,07,2020-10-07,14:29:00,3,MA,25,0,55.0000,0,0,3000,0,42.7063,-72.9057,42.7063,-72.9057,0,0,0,0,0,11,0,0,0,EG
696942,2020,10,07,2020-10-07,14:30:00,3,NY,36,0,50.0000,0,0,5000,0,42.3300,-73.7500,42.3300,-73.7500,0,0,0,0,0,21,0,0,0,EG
696943,2020,10,07,2020-10-07,14:30:00,3,MA,25,0,45.0000,0,0,0,1000,42.5146,-73.1927,42.5146,-73.1927,0,0,0,0,0,3,0,0,0,EG
696944,2020,10,07,2020-10-07,14:33:00,3,MA,25,0,52.0000,0,0,0,0,42.4300,-73.2900,42.4300,-73.2900,0,0,0,0,0,3,0,0,0,MG
696945,2020,10,07,2020-10-07,14:33:00,3,MA,25,0,45.0000,0,0,0,2000,42.5100,-73.0500,42.5100,-73.0500,0,0,0,0,0,3,0,0,0,EG
696946,2020,10,07,2020-10-07,14:34:00,3,MA,25,0,45.0000,0,0,0,250,42.4700,-73.1600,42.4700,-73.1600,0,0,0,0,0,3,0,0,0,EG
696947,2020,10,07,2020-10-07,14:34:00,3,NY,36,0,50.0000,0,0,0,0,42.3100,-73.7500,42.3100,-73.7500,0,0,0,0,0,21,0,0,0,EG
696948,2020,10,07,2020-10-07,14:36:00,3,NY,36,0,50.0000,0,0,0,0,42.4100,-73.4100,42.4100,-73.4100,0,0,0,0,0,21,0,0,0,EG
696949,2020,10,07,2020-10-07,14:37:00,3,NY,36,0,50.0000,0,0,0,0,42.3500,-73.5600,42.3500,-73.5600,0,0,0,0,0,21,0,0,0,EG
696950,2020,10,07,2020-10-07,14:37:00,3,NY,36,0,50.0000,0,0,0,0,42.3900,-73.4600,42.3900,-73.4600,0,0,0,0,0,21,0,0,0,EG
696951,2020,10,07,2020-10-07,14:38:00,3,NY,36,0,50.0000,0,0,0,0,42.2500,-73.7800,42.2500,-73.7800,0,0,0,0,0,21,0,0,0,EG
696952,2020,10,07,2020-10-07,14:39:00,3,NY,36,0,50.0000,0,0,0,0,42.2400,-73.7800,42.2400,-73.7800,0,0,0,0,0,21,0,0,0,EG
696953,2020,10,07,2020-10-07,14:39:00,3,NY,36,0,50.0000,0,0,0,0,42.2700,-73.7200,42.2700,-73.7200,0,0,0,0,0,21,0,0,0,EG
696954,2020,10,07,2020-10-07,14:40:00,3,NY,36,0,50.0000,0,0,0,0,42.2700,-73.6400,42.2700,-73.6400,0,0,0,0,0,21,0,0,0,EG
696955,2020,10,07,2020-10-07,14:40:00,3,NY,36,0,50.0000,0,0,10000,0,42.2100,-73.8700,42.2100,-73.8700,0,0,0,0,0,39,0,0,0,EG
696956,2020,10,07,2020-10-07,14:42:00,3,NY,36,0,50.0000,0,0,0,0,42.2300,-73.7900,42.2300,-73.7900,0,0,0,0,0,21,0,0,0,EG
696957,2020,10,07,2020-10-07,14:42:00,3,MA,25,0,55.0000,0,0,2400,0,42.4259,-72.9394,42.3707,-72.9163,0,0,0,0,0,15,0,0,0,EG
696958,2020,10,07,2020-10-07,14:43:00,3,NY,36,0,50.0000,0,0,0,0,42.2300,-73.7100,42.2300,-73.7100,0,0,0,0,0,21,0,0,0,EG
696959,2020,10,07,2020-10-07,14:44:00,3,NY,36,0,50.0000,0,0,0,0,42.3200,-73.4700,42.3200,-73.4700,0,0,0,0,0,21,0,0,0,EG
696960,2020,10,07,2020-10-07,14:45:00,3,MA,25,0,60.0000,0,0,10000,0,42.6677,-72.7245,42.6677,-72.7245,0,0,0,0,0,11,0,0,0,EG
696961,2020,10,07,2020-10-07,14:47:00,3,MA,25,0,55.0000,0,0,500,0,42.5167,-72.9110,42.5167,-72.9110,0,0,0,0,0,15,0,0,0,EG
696962,2020,10,07,2020-10-07,14:48:00,3,MA,25,0,50.0000,0,0,0,0,42.3021,-73.2439,42.3021,-73.2439,0,0,0,0,0,3,0,0,0,EG
696963,2020,10,07,2020-10-07,14:48:00,3,MA,25,0,55.0000,0,0,500,0,42.5106,-72.6991,42.5106,-72.6991,0,0,0,0,0,11,0,0,0,EG
