om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt
685494,2020,06,03,2020-06-03,10:23:00,3,PA,42,0,52.0000,0,0,0,0,39.9700,-75.1500,39.9700,-75.1500,0,0,0,0,0,101,0,0,0,EG
685495,2020,06,03,2020-06-03,10:23:00,3,PA,42,0,52.0000,0,1,0,0,40.0200,-75.2300,40.0200,-75.2300,0,0,0,0,0,91,0,0,0,EG
685496,2020,06,03,2020-06-03,10:23:00,3,NJ,34,0,52.0000,0,0,0,0,40.3300,-74.9200,40.3300,-74.9200,0,0,0,0,0,21,0,0,0,EG
685497,2020,06,03,2020-06-03,10:23:00,3,PA,42,0,52.0000,0,0,0,0,39.8700,-75.4300,39.8700,-75.4300,0,0,0,0,0,45,0,0,0,EG
685498,2020,06,03,2020-06-03,10:23:00,3,NJ,34,0,56.0000,0,0,0,0,39.8100,-75.3000,39.8100,-75.3000,0,0,0,0,0,15,0,0,0,EG
685499,2020,06,03,2020-06-03,10:24:00,3,PA,42,0,52.0000,0,1,0,0,39.9920,-75.2823,39.9920,-75.2823,0,0,0,0,0,91,0,0,0,EG
685500,2020,06,03,2020-06-03,10:25:00,3,NJ,34,0,56.0000,0,0,0,0,39.8800,-75.1000,39.8800,-75.1000,0,0,0,0,0,7,0,0,0,EG
685501,2020,06,03,2020-06-03,10:25:00,3,PA,42,0,52.0000,0,0,0,0,40.1000,-74.9700,40.1000,-74.9700,0,0,0,0,0,101,0,0,0,EG
685502,2020,06,03,2020-06-03,10:25:00,3,PA,42,0,52.0000,0,0,0,0,40.0600,-75.0400,40.0600,-75.0400,0,0,0,0,0,101,0,0,0,EG
685503,2020,06,03,2020-06-03,10:25:00,3,PA,42,0,52.0000,0,0,0,0,39.9700,-75.2100,39.9700,-75.2100,0,0,0,0,0,101,0,0,0,EG
685504,2020,06,03,2020-06-03,10:25:00,3,PA,42,0,52.0000,0,0,0,0,40.2000,-75.0000,40.2000,-75.0000,0,0,0,0,0,17,0,0,0,EG
685505,2020,06,03,2020-06-03,10:25:00,3,PA,42,0,52.0000,0,0,0,0,40.1900,-75.0100,40.1900,-75.0100,0,0,0,0,0,17,0,0,0,EG
685506,2020,06,03,2020-06-03,10:25:00,3,PA,42,0,52.0000,0,0,0,0,40.1100,-74.9400,40.1100,-74.9400,0,0,0,0,0,17,0,0,0,EG
685507,2020,06,03,2020-06-03,10:25:00,3,PA,42,0,57.0000,0,0,0,0,40.1300,-75.2000,40.1300,-75.2000,0,0,0,0,0,91,0,0,0,MG
685508,2020,06,03,2020-06-03,10:25:00,3,PA,42,0,52.0000,0,0,0,0,40.1100,-74.9300,40.1100,-74.9300,0,0,0,0,0,17,0,0,0,EG
685509,2020,06,03,2020-06-03,10:25:00,3,PA,42,0,59.0000,0,0,0,0,40.0800,-75.0100,40.0800,-75.0100,0,0,0,0,0,101,0,0,0,MG
685510,2020,06,03,2020-06-03,10:25:00,3,NJ,34,0,56.0000,0,0,0,0,39.9500,-75.0600,39.9500,-75.0600,0,0,0,0,0,7,0,0,0,EG
685511,2020,06,03,2020-06-03,10:25:00,3,NJ,34,0,56.0000,0,0,0,0,39.8700,-75.1300,39.8700,-75.1300,0,0,0,0,0,15,0,0,0,EG
685512,2020,06,03,2020-06-03,10:25:00,3,PA,42,0,52.0000,0,0,0,0,39.9400,-75.2400,39.9400,-75.2400,0,0,0,0,0,101,0,0,0,EG
685513,2020,06,03,2020-06-03,10:26:00,3,PA,42,0,52.0000,0,0,0,0,40.1400,-75.2100,40.1400,-75.2100,0,0,0,0,0,91,0,0,0,EG
685514,2020,06,03,2020-06-03,10:27:00,3,NJ,34,0,56.0000,0,0,0,0,40.0000,-74.9900,40.0000,-74.9900,0,0,0,0,0,5,0,0,0,EG
685515,2020,06,03,2020-06-03,10:27:00,3,NJ,34,0,56.0000,0,0,0,0,39.8700,-75.0800,39.8700,-75.0800,0,0,0,0,0,7,0,0,0,EG
685516,2020,06,03,2020-06-03,10:27:00,3,NJ,34,0,56.0000,0,0,0,0,39.8500,-75.1000,39.8500,-75.1000,0,0,0,0,0,15,0,0,0,EG
685517,2020,06,03,2020-06-03,10:27:00,3,NJ,34,0,52.0000,0,0,0,0,40.4500,-74.7900,40.4500,-74.7900,0,0,0,0,0,19,0,0,0,EG
685518,2020,06,03,2020-06-03,10:28:00,3,PA,42,0,53.0000,0,0,0,0,39.8800,-75.2200,39.8800,-75.2200,0,0,0,0,0,101,0,0,0,MG
685519,2020,06,03,2020-06-03,10:29:00,3,NJ,34,0,52.0000,0,0,0,0,39.9600,-74.9100,39.9600,-74.9100,0,0,0,0,0,5,0,0,0,EG
685520,2020,06,03,2020-06-03,10:29:00,3,PA,42,0,51.0000,0,0,0,0,39.8700,-75.2600,39.8700,-75.2600,0,0,0,0,0,45,0,0,0,MG
685521,2020,06,03,2020-06-03,10:29:00,3,NJ,34,0,56.0000,0,0,0,0,40.0500,-74.9600,40.0500,-74.9600,0,0,0,0,0,5,0,0,0,MG
685522,2020,06,03,2020-06-03,10:29:00,3,NJ,34,0,52.0000,0,0,0,0,39.9100,-75.0500,39.9100,-75.0500,0,0,0,0,0,7,0,0,0,EG
685523,2020,06,03,2020-06-03,10:30:00,3,NJ,34,0,56.0000,0,0,0,0,40.0500,-74.9100,40.0500,-74.9100,0,0,0,0,0,5,0,0,0,EG
685524,2020,06,03,2020-06-03,10:30:00,3,NJ,34,0,56.0000,0,0,0,0,40.0400,-74.8900,40.0400,-74.8900,0,0,0,0,0,5,0,0,0,EG
685525,2020,06,03,2020-06-03,10:30:00,3,NJ,34,0,56.0000,0,0,0,0,39.9000,-75.0300,39.9000,-75.0300,0,0,0,0,0,7,0,0,0,EG
685526,2020,06,03,2020-06-03,10:30:00,3,NJ,34,0,63.0000,0,0,0,0,40.0100,-74.9400,40.0100,-74.9400,0,0,0,0,0,5,0,0,0,MG
685527,2020,06,03,2020-06-03,10:30:00,3,NJ,34,0,56.0000,0,0,0,0,40.3700,-74.8300,40.3700,-74.8300,0,0,0,0,0,21,0,0,0,EG
685528,2020,06,03,2020-06-03,10:30:00,3,PA,42,0,52.0000,0,0,0,0,40.1300,-74.9700,40.1300,-74.9700,0,0,0,0,0,17,0,0,0,EG
685529,2020,06,03,2020-06-03,10:30:00,3,PA,42,0,52.0000,0,0,0,0,39.8800,-75.3700,39.8800,-75.3700,0,0,0,0,0,45,0,0,0,EG
685530,2020,06,03,2020-06-03,10:30:00,3,PA,42,0,62.0000,0,0,0,0,40.0400,-75.0200,40.0400,-75.0200,0,0,0,0,0,101,0,0,0,MG
685531,2020,06,03,2020-06-03,10:30:00,3,NJ,34,0,56.0000,0,0,0,0,40.0200,-74.8800,40.0200,-74.8800,0,0,0,0,0,5,0,0,0,EG
685532,2020,06,03,2020-06-03,10:30:00,3,NJ,34,0,51.0000,0,0,0,0,39.9900,-75.0400,39.9900,-75.0400,0,0,0,0,0,7,0,0,0,MG
685533,2020,06,03,2020-06-03,10:30:00,3,NJ,34,0,56.0000,0,0,0,0,39.8900,-75.1100,39.8900,-75.1100,0,0,0,0,0,7,0,0,0,EG
685534,2020,06,03,2020-06-03,10:30:00,3,PA,42,0,56.0000,0,0,0,0,40.0800,-74.8700,40.0800,-74.8700,0,0,0,0,0,17,0,0,0,MG
685535,2020,06,03,2020-06-03,10:31:00,3,NJ,34,0,56.0000,0,0,0,0,39.9700,-74.9500,39.9700,-74.9500,0,0,0,0,0,5,0,0,0,EG
685536,2020,06,03,2020-06-03,10:31:00,3,NJ,34,0,56.0000,0,0,0,0,39.8700,-75.0200,39.8700,-75.0200,0,0,0,0,0,7,0,0,0,EG
685537,2020,06,03,2020-06-03,10:31:00,3,NJ,34,0,56.0000,0,0,0,0,39.8900,-75.0600,39.8900,-75.0600,0,0,0,0,0,7,0,0,0,EG
685538,2020,06,03,2020-06-03,10:31:00,3,NJ,34,0,56.0000,0,0,0,0,39.8100,-75.2900,39.8100,-75.2900,0,0,0,0,0,15,0,0,0,EG
685539,2020,06,03,2020-06-03,10:31:00,3,NJ,34,0,56.0000,0,0,0,0,39.8800,-75.0500,39.8800,-75.0500,0,0,0,0,0,7,0,0,0,EG
685540,2020,06,03,2020-06-03,10:31:00,3,NJ,34,0,56.0000,0,0,0,0,39.9900,-74.8800,39.9900,-74.8800,0,0,0,0,0,5,0,0,0,EG
685541,2020,06,03,2020-06-03,10:32:00,3,NJ,34,0,50.0000,0,0,0,0,40.2800,-74.8100,40.2800,-74.8100,0,0,0,0,0,21,0,0,0,MG
685542,2020,06,03,2020-06-03,10:32:00,3,NJ,34,0,56.0000,0,0,0,0,40.0000,-74.9500,40.0000,-74.9500,0,0,0,0,0,5,0,0,0,EG
685543,2020,06,03,2020-06-03,10:32:00,3,NJ,34,0,56.0000,0,0,0,0,40.0100,-74.8200,40.0100,-74.8200,0,0,0,0,0,5,0,0,0,EG
685544,2020,06,03,2020-06-03,10:32:00,3,NJ,34,0,56.0000,0,0,0,0,40.0100,-74.9400,40.0100,-74.9400,0,0,0,0,0,5,0,0,0,EG
685545,2020,06,03,2020-06-03,10:32:00,3,NJ,34,0,56.0000,0,0,0,0,39.8700,-75.0600,39.8700,-75.0600,0,0,0,0,0,7,0,0,0,EG
685546,2020,06,03,2020-06-03,10:32:00,3,NJ,34,0,56.0000,0,0,0,0,39.9300,-75.0300,39.9300,-75.0300,0,0,0,0,0,7,0,0,0,EG
685547,2020,06,03,2020-06-03,10:33:00,3,NJ,34,0,56.0000,0,0,0,0,40.3000,-74.7300,40.3000,-74.7300,0,0,0,0,0,21,0,0,0,EG
685548,2020,06,03,2020-06-03,10:33:00,3,NJ,34,0,56.0000,0,0,0,0,40.0100,-74.8300,40.0100,-74.8300,0,0,0,0,0,5,0,0,0,EG
685549,2020,06,03,2020-06-03,10:33:00,3,NJ,34,0,56.0000,0,0,0,0,40.0500,-74.8200,40.0500,-74.8200,0,0,0,0,0,5,0,0,0,EG
685550,2020,06,03,2020-06-03,10:33:00,3,NJ,34,0,56.0000,0,0,0,0,40.1000,-74.8000,40.1000,-74.8000,0,0,0,0,0,5,0,0,0,EG
685551,2020,06,03,2020-06-03,10:35:00,3,NJ,34,0,56.0000,0,0,0,0,39.9900,-74.9100,39.9900,-74.9100,0,0,0,0,0,5,0,0,0,EG
685552,2020,06,03,2020-06-03,10:35:00,3,NJ,34,0,56.0000,0,0,0,0,39.8400,-74.9400,39.8400,-74.9400,0,0,0,0,0,7,0,0,0,EG
685553,2020,06,03,2020-06-03,10:35:00,3,NJ,34,0,56.0000,0,0,0,0,39.9800,-74.9000,39.9800,-74.9000,0,0,0,0,0,5,0,0,0,MG
685554,2020,06,03,2020-06-03,10:35:00,3,NJ,34,0,63.0000,0,0,0,0,39.9700,-74.9400,39.9700,-74.9400,0,0,0,0,0,5,0,0,0,MG
685555,2020,06,03,2020-06-03,10:35:00,3,NJ,34,0,56.0000,0,0,0,0,39.9900,-74.8700,39.9900,-74.8700,0,0,0,0,0,5,0,0,0,EG
685556,2020,06,03,2020-06-03,10:35:00,3,NJ,34,0,56.0000,0,0,0,0,39.9800,-74.8400,39.9800,-74.8400,0,0,0,0,0,5,0,0,0,EG
685557,2020,06,03,2020-06-03,10:35:00,3,NJ,34,0,56.0000,0,0,0,0,39.9700,-74.8800,39.9700,-74.8800,0,0,0,0,0,5,0,0,0,EG
685558,2020,06,03,2020-06-03,10:35:00,3,NJ,34,0,56.0000,0,0,0,0,39.9800,-74.8700,39.9800,-74.8700,0,0,0,0,0,5,0,0,0,EG
685559,2020,06,03,2020-06-03,10:35:00,3,NJ,34,0,56.0000,0,0,0,0,39.9700,-74.9400,39.9700,-74.9400,0,0,0,0,0,5,0,0,0,EG
685560,2020,06,03,2020-06-03,10:37:00,3,NJ,34,0,56.0000,0,0,0,0,39.9100,-74.8200,39.9100,-74.8200,0,0,0,0,0,5,0,0,0,EG
685561,2020,06,03,2020-06-03,10:37:00,3,NJ,34,0,56.0000,0,0,0,0,39.9800,-74.8000,39.9800,-74.8000,0,0,0,0,0,5,0,0,0,EG
685562,2020,06,03,2020-06-03,10:37:00,3,NJ,34,0,56.0000,0,0,0,0,40.0000,-74.7900,40.0000,-74.7900,0,0,0,0,0,5,0,0,0,EG
685563,2020,06,03,2020-06-03,10:37:00,3,NJ,34,0,56.0000,0,0,0,0,40.1700,-74.6900,40.1700,-74.6900,0,0,0,0,0,5,0,0,0,EG
685564,2020,06,03,2020-06-03,10:38:00,3,NJ,34,0,56.0000,0,0,0,0,39.9500,-74.7900,39.9500,-74.7900,0,0,0,0,0,5,0,0,0,EG
685565,2020,06,03,2020-06-03,10:38:00,3,NJ,34,0,52.0000,0,0,0,0,40.2300,-74.6600,40.2300,-74.6600,0,0,0,0,0,21,0,0,0,EG
685566,2020,06,03,2020-06-03,10:39:00,3,NJ,34,0,56.0000,0,0,0,0,40.0400,-74.6500,40.0400,-74.6500,0,0,0,0,0,5,0,0,0,EG
685567,2020,06,03,2020-06-03,10:39:00,3,NJ,34,0,56.0000,0,0,0,0,39.9300,-74.7400,39.9300,-74.7400,0,0,0,0,0,5,0,0,0,EG
685568,2020,06,03,2020-06-03,10:39:00,3,NJ,34,0,56.0000,0,0,0,0,39.8700,-74.6700,39.8700,-74.6700,0,0,0,0,0,5,0,0,0,EG
685569,2020,06,03,2020-06-03,10:39:00,3,NJ,34,0,56.0000,0,0,0,0,39.8900,-74.7700,39.8900,-74.7700,0,0,0,0,0,5,0,0,0,EG
685570,2020,06,03,2020-06-03,10:40:00,3,NJ,34,0,58.0000,0,0,0,0,40.0300,-74.7300,40.0300,-74.7300,0,0,0,0,0,5,0,0,0,MG
685571,2020,06,03,2020-06-03,10:40:00,3,NJ,34,0,56.0000,0,0,0,0,39.7200,-75.0700,39.7200,-75.0700,0,0,0,0,0,15,0,0,0,EG
685572,2020,06,03,2020-06-03,10:40:00,3,NJ,34,0,56.0000,0,0,0,0,39.9300,-75.0300,39.9300,-75.0300,0,0,0,0,0,7,0,0,0,EG
685573,2020,06,03,2020-06-03,10:40:00,3,NJ,34,0,56.0000,0,0,0,0,39.9900,-74.7900,39.9900,-74.7900,0,0,0,0,0,5,0,0,0,EG
685574,2020,06,03,2020-06-03,10:40:00,3,NJ,34,0,53.0000,0,0,0,0,39.9600,-74.7900,39.9600,-74.7900,0,0,0,0,0,5,0,0,0,MG
685575,2020,06,03,2020-06-03,10:40:00,3,NJ,34,0,52.0000,0,0,0,0,39.9700,-74.7800,39.9700,-74.7800,0,0,0,0,0,5,0,0,0,MG
685576,2020,06,03,2020-06-03,10:42:00,3,NJ,34,0,56.0000,0,0,0,0,39.8900,-74.7000,39.8900,-74.7000,0,0,0,0,0,5,0,0,0,EG
685577,2020,06,03,2020-06-03,10:43:00,3,NJ,34,0,56.0000,0,0,0,0,39.9700,-74.6800,39.9700,-74.6800,0,0,0,0,0,5,0,0,0,EG
685578,2020,06,03,2020-06-03,10:45:00,3,NJ,34,0,52.0000,0,0,0,0,40.1300,-74.5900,40.1300,-74.5900,0,0,0,0,0,5,0,0,0,EG
685579,2020,06,03,2020-06-03,10:45:00,3,NJ,34,0,56.0000,0,0,0,0,39.8500,-74.7100,39.8500,-74.7100,0,0,0,0,0,5,0,0,0,EG
685580,2020,06,03,2020-06-03,10:46:00,3,NJ,34,0,56.0000,0,0,0,0,39.8700,-74.6700,39.8700,-74.6700,0,0,0,0,0,5,0,0,0,EG
685581,2020,06,03,2020-06-03,10:48:00,3,NJ,34,0,56.0000,0,0,0,0,40.0700,-74.5900,40.0700,-74.5900,0,0,0,0,0,5,0,0,0,EG
685582,2020,06,03,2020-06-03,10:48:00,3,NJ,34,0,56.0000,0,0,0,0,39.9500,-74.5400,39.9500,-74.5400,0,0,0,0,0,5,0,0,0,EG
685583,2020,06,03,2020-06-03,10:50:00,3,NJ,34,0,52.0000,0,0,0,0,39.7400,-75.1200,39.7400,-75.1200,0,0,0,0,0,15,0,0,0,EG
685584,2020,06,03,2020-06-03,10:51:00,3,NJ,34,0,56.0000,0,0,0,0,39.7800,-74.7100,39.7800,-74.7100,0,0,0,0,0,5,0,0,0,EG
685585,2020,06,03,2020-06-03,10:54:00,3,NJ,34,0,56.0000,0,0,0,0,39.9600,-74.3900,39.9600,-74.3900,0,0,0,0,0,29,0,0,0,EG
685586,2020,06,03,2020-06-03,10:54:00,3,NJ,34,0,56.0000,0,0,0,0,39.6400,-74.8000,39.6400,-74.8000,0,0,0,0,0,1,0,0,0,EG
685587,2020,06,03,2020-06-03,10:58:00,3,NJ,34,0,56.0000,0,0,0,0,40.0100,-74.3000,40.0100,-74.3000,0,0,0,0,0,29,0,0,0,EG
685588,2020,06,03,2020-06-03,10:58:00,3,NJ,34,0,61.0000,0,0,0,0,40.0200,-74.3000,40.0200,-74.3000,0,0,0,0,0,29,0,0,0,EG
685589,2020,06,03,2020-06-03,10:58:00,3,NJ,34,0,57.0000,0,0,0,0,40.0300,-74.3500,40.0300,-74.3500,0,0,0,0,0,29,0,0,0,MG
685590,2020,06,03,2020-06-03,11:00:00,3,NJ,34,0,56.0000,0,0,0,0,39.7800,-74.3300,39.7800,-74.3300,0,0,0,0,0,29,0,0,0,EG
685591,2020,06,03,2020-06-03,11:00:00,3,NJ,34,0,61.0000,0,0,0,0,39.9200,-74.2100,39.9200,-74.2100,0,0,0,0,0,29,0,0,0,EG
685592,2020,06,03,2020-06-03,11:00:00,3,NJ,34,0,51.0000,0,0,0,0,40.1200,-74.3300,40.1200,-74.3300,0,0,0,0,0,29,0,0,0,MG
685593,2020,06,03,2020-06-03,11:00:00,3,NJ,34,0,56.0000,0,0,0,0,40.0900,-74.2200,40.0900,-74.2200,0,0,0,0,0,29,0,0,0,EG
685594,2020,06,03,2020-06-03,11:00:00,3,NJ,34,0,56.0000,0,0,0,0,40.1600,-74.2200,40.1600,-74.2200,0,0,0,0,0,25,0,0,0,EG
685595,2020,06,03,2020-06-03,11:02:00,3,NJ,34,0,51.0000,0,0,0,0,39.9300,-74.2900,39.9300,-74.2900,0,0,0,0,0,29,0,0,0,MG
685596,2020,06,03,2020-06-03,11:05:00,3,NJ,34,0,56.0000,0,0,0,0,39.9500,-74.1900,39.9500,-74.1900,0,0,0,0,0,29,0,0,0,EG
685597,2020,06,03,2020-06-03,11:05:00,3,NJ,34,0,56.0000,0,0,0,0,39.7600,-74.2500,39.7600,-74.2500,0,0,0,0,0,29,0,0,0,EG
685598,2020,06,03,2020-06-03,11:05:00,3,NJ,34,0,56.0000,0,0,0,0,39.7300,-74.2700,39.7300,-74.2700,0,0,0,0,0,29,0,0,0,EG
685599,2020,06,03,2020-06-03,11:05:00,3,NJ,34,0,56.0000,0,0,0,0,39.6100,-74.5000,39.6100,-74.5000,0,0,0,0,0,5,0,0,0,EG
685600,2020,06,03,2020-06-03,11:05:00,3,NJ,34,0,56.0000,0,0,0,0,40.1500,-74.0600,40.1500,-74.0600,0,0,0,0,0,25,0,0,0,EG
685601,2020,06,03,2020-06-03,11:05:00,3,NJ,34,0,58.0000,0,0,0,0,39.9300,-74.3000,39.9300,-74.3000,0,0,0,0,0,29,0,0,0,MG
685602,2020,06,03,2020-06-03,11:08:00,3,NJ,34,0,55.0000,0,0,0,0,39.9400,-74.0700,39.9400,-74.0700,0,0,0,0,0,29,0,0,0,MG
685603,2020,06,03,2020-06-03,11:10:00,3,NJ,34,0,56.0000,0,0,0,0,39.5800,-74.3600,39.5800,-74.3600,0,0,0,0,0,29,0,0,0,EG
685604,2020,06,03,2020-06-03,11:10:00,3,NJ,34,0,56.0000,0,0,0,0,40.1300,-74.0500,40.1300,-74.0500,0,0,0,0,0,25,0,0,0,EG
685605,2020,06,03,2020-06-03,11:10:00,3,NJ,34,0,57.0000,0,0,0,0,39.5200,-74.3200,39.5200,-74.3200,0,0,0,0,0,29,0,0,0,MG
685606,2020,06,03,2020-06-03,11:12:00,3,NJ,34,0,51.0000,0,0,0,0,39.8700,-74.1400,39.8700,-74.1400,0,0,0,0,0,29,0,0,0,MG
685607,2020,06,03,2020-06-03,11:14:00,3,NJ,34,0,66.0000,0,0,0,0,40.1100,-74.0500,40.1100,-74.0500,0,0,0,0,0,25,0,0,0,MG
685608,2020,06,03,2020-06-03,11:14:00,3,NJ,34,0,63.0000,0,0,0,0,39.5800,-74.2300,39.5800,-74.2300,0,0,0,0,0,29,0,0,0,MG
685609,2020,06,03,2020-06-03,11:14:00,3,NJ,34,0,76.0000,0,0,0,0,40.0100,-74.0600,40.0100,-74.0600,0,0,0,0,0,29,0,0,0,MG
685610,2020,06,03,2020-06-03,11:15:00,3,NJ,34,0,51.0000,0,0,0,0,39.6700,-74.1600,39.6700,-74.1600,0,0,0,0,0,29,0,0,0,MG
685611,2020,06,03,2020-06-03,11:15:00,3,NJ,34,0,63.0000,0,0,0,0,39.7000,-74.1400,39.7000,-74.1400,0,0,0,0,0,29,0,0,0,MG
685612,2020,06,03,2020-06-03,11:15:00,3,NJ,34,0,77.0000,0,0,0,0,39.5400,-74.2600,39.5400,-74.2600,0,0,0,0,0,29,0,0,0,MG
685613,2020,06,03,2020-06-03,11:15:00,3,NJ,34,0,56.0000,0,0,0,0,39.6200,-74.3800,39.6200,-74.3800,0,0,0,0,0,29,0,0,0,EG
685614,2020,06,03,2020-06-03,11:15:00,3,NJ,34,0,68.0000,0,0,0,0,39.9783,-74.0665,39.9783,-74.0665,0,0,0,0,0,29,0,0,0,MG
685615,2020,06,03,2020-06-03,11:15:00,3,NJ,34,0,55.0000,0,0,0,0,39.9100,-74.0900,39.9100,-74.0900,0,0,0,0,0,29,0,0,0,MG
685616,2020,06,03,2020-06-03,11:17:00,3,NJ,34,0,56.0000,0,0,0,0,39.4300,-74.5100,39.4300,-74.5100,0,0,0,0,0,1,0,0,0,EG
685617,2020,06,03,2020-06-03,11:18:00,3,NJ,34,0,59.0000,0,0,0,0,39.5200,-74.3200,39.5200,-74.3200,0,0,0,0,0,29,0,0,0,MG
685618,2020,06,03,2020-06-03,11:18:00,3,NJ,34,0,59.0000,0,0,0,0,39.5100,-74.3200,39.5100,-74.3200,0,0,0,0,0,29,0,0,0,MG
685619,2020,06,03,2020-06-03,11:19:00,3,NJ,34,0,81.0000,0,0,0,0,39.5600,-74.2500,39.5600,-74.2500,0,0,0,0,0,29,0,0,0,MG
685620,2020,06,03,2020-06-03,11:20:00,3,NJ,34,0,56.0000,0,0,0,0,39.5300,-74.6500,39.5300,-74.6500,0,0,0,0,0,1,0,0,0,EG
685621,2020,06,03,2020-06-03,11:20:00,3,NJ,34,0,80.0000,0,0,0,0,39.6500,-74.1700,39.6500,-74.1700,0,0,0,0,0,29,0,0,0,MG
685622,2020,06,03,2020-06-03,11:30:00,3,NJ,34,0,56.0000,0,0,0,0,39.5100,-74.5000,39.5100,-74.5000,0,0,0,0,0,1,0,0,0,EG
685623,2020,06,03,2020-06-03,11:30:00,3,NJ,34,0,56.0000,0,0,0,0,39.5300,-74.6400,39.5300,-74.6400,0,0,0,0,0,1,0,0,0,EG
685624,2020,06,03,2020-06-03,12:00:00,3,NJ,34,0,52.0000,0,0,0,0,39.9100,-75.0600,39.9100,-75.0600,0,0,0,0,0,7,0,0,0,EG
685625,2020,06,03,2020-06-03,12:54:00,3,OH,39,0,50.0000,0,0,5000,0,39.7909,-81.4917,39.7909,-81.4917,0,0,0,0,0,121,0,0,0,EG
685626,2020,06,03,2020-06-03,13:22:00,3,OH,39,0,50.0000,0,0,2000,0,39.7834,-81.0901,39.7834,-81.0901,0,0,0,0,0,111,0,0,0,EG
685627,2020,06,03,2020-06-03,13:35:00,3,PA,42,0,52.0000,0,0,3000,0,41.3009,-78.1007,41.3009,-78.1007,0,0,0,0,0,23,0,0,0,EG
685628,2020,06,03,2020-06-03,13:40:00,3,CO,08,0,54.0000,0,0,0,0,38.4200,-105.1000,38.4200,-105.1000,0,0,0,0,0,43,0,0,0,MG
685629,2020,06,03,2020-06-03,14:00:00,3,TN,47,0,50.0000,0,0,1000,0,35.8300,-86.0800,35.8300,-86.0800,0,0,0,0,0,15,0,0,0,EG
685630,2020,06,03,2020-06-03,14:02:00,3,AL,01,0,52.0000,0,0,500,0,34.7347,-86.6993,34.7347,-86.6993,0,0,0,0,0,89,0,0,0,EG
685631,2020,06,03,2020-06-03,14:02:00,3,AL,01,0,43.0000,0,0,200,0,34.7400,-86.6900,34.7400,-86.6900,0,0,0,0,0,89,0,0,0,EG
685632,2020,06,03,2020-06-03,14:22:00,3,WV,54,0,50.0000,0,0,5000,0,39.5600,-80.6800,39.5600,-80.6800,0,0,0,0,0,103,0,0,0,EG
685633,2020,06,03,2020-06-03,14:25:00,3,TN,47,0,50.0000,0,0,1000,0,35.3215,-87.3491,35.3215,-87.3491,0,0,0,0,0,99,0,0,0,EG
685634,2020,06,03,2020-06-03,14:25:00,3,NE,31,0,52.0000,0,0,0,0,42.6000,-99.3300,42.6000,-99.3300,0,0,0,0,0,149,0,0,0,EG
685635,2020,06,03,2020-06-03,14:25:00,3,NE,31,0,52.0000,0,0,0,0,42.8200,-99.3300,42.8200,-99.3300,0,0,0,0,0,103,0,0,0,EG
685636,2020,06,03,2020-06-03,14:27:00,3,PA,42,0,52.0000,0,0,4000,0,41.0174,-77.5303,41.0174,-77.5303,0,0,0,0,0,35,0,0,0,EG
685637,2020,06,03,2020-06-03,14:34:00,3,PA,42,0,52.0000,0,0,4000,0,40.9469,-77.4109,40.9469,-77.4109,0,0,0,0,0,27,0,0,0,EG
685638,2020,06,03,2020-06-03,14:35:00,3,IL,17,0,54.0000,0,0,0,0,39.6073,-90.8100,39.6073,-90.8100,0,0,0,0,0,149,0,0,0,MG
685639,2020,06,03,2020-06-03,14:38:00,3,WV,54,0,50.0000,0,0,5000,0,39.5300,-80.6500,39.5300,-80.6500,0,0,0,0,0,103,0,0,0,EG
685640,2020,06,03,2020-06-03,14:40:00,3,NJ,34,0,80.0000,0,0,0,0,39.6500,-74.1700,39.6500,-74.1700,0,0,0,0,0,29,0,0,0,MG
685641,2020,06,03,2020-06-03,14:50:00,3,PA,42,0,52.0000,0,0,3000,0,40.8693,-77.0480,40.8693,-77.0480,0,0,0,0,0,109,0,0,0,EG
685642,2020,06,03,2020-06-03,14:50:00,3,PA,42,0,52.0000,0,0,3000,0,40.8519,-77.0300,40.8519,-77.0300,0,0,0,0,0,109,0,0,0,EG
685643,2020,06,03,2020-06-03,14:50:00,3,CO,08,0,53.0000,0,0,0,0,38.2800,-104.5000,38.2800,-104.5000,0,0,0,0,0,101,0,0,0,MG
685644,2020,06,03,2020-06-03,14:53:00,3,WY,56,0,54.0000,0,0,0,0,41.3200,-105.6700,41.3200,-105.6700,0,0,0,0,0,1,0,0,0,MG
685645,2020,06,03,2020-06-03,14:59:00,3,WV,54,0,50.0000,0,0,2000,0,39.5000,-80.8500,39.5000,-80.8500,0,0,0,0,0,95,0,0,0,EG
685646,2020,06,03,2020-06-03,15:07:00,3,PA,42,0,52.0000,0,0,10000,0,40.7530,-77.1258,40.7530,-77.1258,0,0,0,0,0,109,0,0,0,EG
685647,2020,06,03,2020-06-03,15:07:00,3,PA,42,0,52.0000,0,0,3000,0,40.7231,-76.7368,40.7231,-76.7368,0,0,0,0,0,97,0,0,0,EG
685648,2020,06,03,2020-06-03,15:15:00,3,PA,42,0,52.0000,0,0,4000,0,41.6188,-76.9728,41.6188,-76.9728,0,0,0,0,0,117,0,0,0,EG
685649,2020,06,03,2020-06-03,15:20:00,3,IL,17,0,56.0000,0,0,0,0,39.5564,-91.0254,39.5564,-91.0254,0,0,0,0,0,149,0,0,0,EG
