om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
658334,2021,04,08,2021-04-08,17:30:00,3,KY,21,0,0.75,0,0,0,0,37.0822,-84.0475,37.0822,-84.0475,0,0,0,0,0,125,0,0,0
658335,2021,04,08,2021-04-08,17:33:00,3,KY,21,0,0.88,0,0,0,0,37.1235,-83.9734,37.1235,-83.9734,0,0,0,0,0,125,0,0,0
658336,2021,04,08,2021-04-08,17:35:00,3,TN,47,0,1.50,0,0,0,0,36.5500,-83.9500,36.5500,-83.9500,0,0,0,0,0,25,0,0,0
658337,2021,04,08,2021-04-08,17:45:00,3,KY,21,0,0.88,0,0,0,0,37.5568,-83.5167,37.5568,-83.5167,0,0,0,0,0,25,0,0,0
658338,2021,04,08,2021-04-08,17:53:00,3,KY,21,0,1.25,0,0,3000,0,37.2303,-83.7831,37.2303,-83.7831,0,0,0,0,0,51,0,0,0
658339,2021,04,08,2021-04-08,17:54:00,3,TX,48,0,1.00,0,0,0,0,31.4600,-97.4000,31.4600,-97.4000,0,0,0,0,0,309,0,0,0
658340,2021,04,08,2021-04-08,17:55:00,3,TX,48,0,2.00,0,0,7000,0,31.4700,-97.3500,31.4700,-97.3500,0,0,0,0,0,309,0,0,0
658341,2021,04,08,2021-04-08,17:57:00,3,TX,48,0,0.75,0,0,0,0,32.3400,-96.7500,32.3400,-96.7500,0,0,0,0,0,139,0,0,0
658342,2021,04,08,2021-04-08,17:58:00,3,TX,48,0,1.00,0,0,0,0,31.4400,-97.1900,31.4400,-97.1900,0,0,0,0,0,309,0,0,0
658343,2021,04,08,2021-04-08,17:59:00,3,KY,21,0,0.75,0,0,0,0,37.5738,-83.4116,37.5738,-83.4116,0,0,0,0,0,25,0,0,0
658344,2021,04,08,2021-04-08,18:00:00,3,KY,21,0,1.25,0,0,0,0,36.6427,-83.7345,36.6427,-83.7345,0,0,0,0,0,13,0,0,0
658345,2021,04,08,2021-04-08,18:00:00,3,KY,21,0,0.88,0,0,0,0,37.6000,-83.4200,37.6000,-83.4200,0,0,0,0,0,25,0,0,0
658346,2021,04,08,2021-04-08,18:05:00,3,KY,21,0,1.00,0,0,0,0,37.2709,-83.6482,37.2709,-83.6482,0,0,0,0,0,51,0,0,0
658347,2021,04,08,2021-04-08,18:05:00,3,TX,48,0,1.75,0,0,5000,0,31.3600,-97.2700,31.3600,-97.2700,0,0,0,0,0,309,0,0,0
658348,2021,04,08,2021-04-08,18:10:00,3,KY,21,0,1.00,0,0,0,0,36.7232,-83.6425,36.7232,-83.6425,0,0,0,0,0,13,0,0,0
658349,2021,04,08,2021-04-08,18:25:00,3,TX,48,0,1.50,0,0,0,0,31.3200,-97.3500,31.3200,-97.3500,0,0,0,0,0,309,0,0,0
658350,2021,04,08,2021-04-08,18:25:00,3,KY,21,0,0.88,0,0,0,0,36.7612,-83.6024,36.7612,-83.6024,0,0,0,0,0,13,0,0,0
658351,2021,04,08,2021-04-08,18:26:00,3,TX,48,0,1.25,0,0,0,0,31.2800,-97.3700,31.2800,-97.3700,0,0,0,0,0,309,0,0,0
658352,2021,04,08,2021-04-08,18:34:00,3,TX,48,0,1.50,0,0,0,0,31.2000,-97.2300,31.2000,-97.2300,0,0,0,0,0,27,0,0,0
658353,2021,04,08,2021-04-08,18:37:00,3,TX,48,0,1.00,0,0,0,0,31.2800,-97.0600,31.2800,-97.0600,0,0,0,0,0,145,0,0,0
658354,2021,04,08,2021-04-08,18:37:00,3,KY,21,0,1.00,0,0,0,0,37.4201,-83.3723,37.4201,-83.3723,0,0,0,0,0,25,0,0,0
658355,2021,04,08,2021-04-08,18:41:00,3,KY,21,0,0.88,0,0,0,0,37.8200,-83.1300,37.8200,-83.1300,0,0,0,0,0,153,0,0,0
658356,2021,04,08,2021-04-08,18:55:00,3,VA,51,0,1.00,0,0,0,0,37.3100,-79.2100,37.3100,-79.2100,0,0,0,0,0,31,0,0,0
658357,2021,04,08,2021-04-08,19:03:00,3,TX,48,0,2.00,0,0,6000,0,31.0600,-97.1000,31.0600,-97.1000,0,0,0,0,0,145,0,0,0
658358,2021,04,08,2021-04-08,19:05:00,3,VA,51,0,1.00,0,0,0,0,37.3500,-79.1891,37.3595,-79.1800,0,0,0,0,0,680,0,0,0
658359,2021,04,08,2021-04-08,19:22:00,3,VA,51,0,1.00,0,0,0,0,37.4100,-79.1600,37.4100,-79.1600,0,0,0,0,0,680,0,0,0
658360,2021,04,08,2021-04-08,19:22:00,3,VA,51,0,1.00,0,0,0,0,37.2204,-78.9106,37.2204,-78.9106,0,0,0,0,0,31,0,0,0
658361,2021,04,08,2021-04-08,19:39:00,3,VA,51,0,1.00,0,0,0,0,37.7900,-79.8800,37.7900,-79.8800,0,0,0,0,0,5,0,0,0
658362,2021,04,08,2021-04-08,19:41:00,3,GA,13,0,0.75,0,0,0,0,34.5400,-83.5200,34.5400,-83.5200,0,0,0,0,0,137,0,0,0
658363,2021,04,08,2021-04-08,19:45:00,3,TX,48,0,1.25,0,0,5000,0,30.8800,-96.6000,30.8800,-96.6000,0,0,0,0,0,395,0,0,0
658364,2021,04,08,2021-04-08,19:50:00,3,TX,48,0,1.25,0,0,0,0,30.7000,-96.4900,30.7000,-96.4900,0,0,0,0,0,41,0,0,0
658365,2021,04,08,2021-04-08,20:06:00,3,GA,13,0,0.88,0,0,0,0,34.5600,-83.3100,34.5600,-83.3100,0,0,0,0,0,257,0,0,0
658366,2021,04,08,2021-04-08,20:10:00,3,TX,48,0,1.00,0,0,0,0,30.6700,-96.3700,30.6700,-96.3700,0,0,0,0,0,41,0,0,0
658367,2021,04,08,2021-04-08,20:11:00,3,TX,48,0,1.00,0,0,0,0,30.6100,-96.3300,30.6100,-96.3300,0,0,0,0,0,41,0,0,0
658368,2021,04,08,2021-04-08,20:13:00,3,TX,48,0,1.50,0,0,0,0,30.6300,-96.3500,30.6300,-96.3500,0,0,0,0,0,41,0,0,0
658369,2021,04,08,2021-04-08,20:14:00,3,TX,48,0,1.00,0,0,0,0,30.6500,-96.2900,30.6500,-96.2900,0,0,0,0,0,41,0,0,0
658370,2021,04,08,2021-04-08,20:15:00,3,TX,48,0,2.75,0,0,0,0,30.6000,-96.3800,30.6000,-96.3800,0,0,0,0,0,41,0,0,0
658371,2021,04,08,2021-04-08,20:18:00,3,TX,48,0,1.50,0,0,0,0,30.6300,-96.3400,30.6300,-96.3400,0,0,0,0,0,41,0,0,0
658372,2021,04,08,2021-04-08,20:19:00,3,TX,48,0,1.25,0,0,0,0,30.6200,-96.3400,30.6200,-96.3400,0,0,0,0,0,41,0,0,0
658373,2021,04,08,2021-04-08,20:21:00,3,TX,48,0,1.00,0,0,0,0,30.6200,-96.3400,30.6200,-96.3400,0,0,0,0,0,41,0,0,0
658374,2021,04,08,2021-04-08,20:22:00,3,GA,13,0,1.00,0,0,0,0,34.5000,-83.1400,34.5000,-83.1400,0,0,0,0,0,119,0,0,0
658375,2021,04,08,2021-04-08,20:24:00,3,TX,48,0,1.00,0,0,0,0,30.6600,-96.3100,30.6600,-96.3100,0,0,0,0,0,41,0,0,0
658376,2021,04,08,2021-04-08,20:27:00,3,TX,48,0,2.75,0,0,0,0,30.5800,-96.2800,30.5800,-96.2800,0,0,0,0,0,41,0,0,0
658377,2021,04,08,2021-04-08,20:59:00,3,TX,48,0,1.25,0,0,0,0,32.1700,-96.0200,32.1700,-96.0200,0,0,0,0,0,213,0,0,0
658378,2021,04,08,2021-04-08,21:12:00,3,KY,21,0,1.00,0,0,0,0,36.9503,-83.6506,36.9503,-83.6506,0,0,0,0,0,121,0,0,0
658379,2021,04,08,2021-04-08,21:55:00,3,TX,48,0,1.00,0,0,0,0,32.3000,-96.1400,32.3000,-96.1400,0,0,0,0,0,213,0,0,0
658380,2021,04,09,2021-04-09,01:53:00,3,MS,28,0,1.75,0,0,0,0,30.3700,-88.5500,30.3700,-88.5500,0,0,0,0,0,59,0,0,0
658381,2021,04,09,2021-04-09,03:15:00,3,FL,12,0,1.00,0,0,0,0,29.8900,-85.0700,29.8900,-85.0700,0,0,0,0,0,45,0,0,0
658382,2021,04,09,2021-04-09,05:45:00,3,FL,12,0,1.50,0,0,0,0,30.4700,-85.4200,30.4700,-85.4200,0,0,0,0,0,5,0,0,0
658383,2021,04,09,2021-04-09,06:15:00,3,AL,01,0,2.50,0,0,0,0,31.6965,-88.0740,31.6965,-88.0740,0,0,0,0,0,25,0,0,0
658384,2021,04,09,2021-04-09,06:18:00,3,AL,01,0,2.00,0,0,0,0,32.0100,-87.9000,32.0100,-87.9000,0,0,0,0,0,91,0,0,0
658385,2021,04,09,2021-04-09,06:20:00,3,AL,01,0,1.75,0,0,0,0,31.9700,-87.9382,31.9700,-87.9382,0,0,0,0,0,25,0,0,0
658386,2021,04,09,2021-04-09,06:22:00,3,AL,01,0,2.50,0,0,0,0,31.9700,-87.8700,31.9700,-87.8700,0,0,0,0,0,25,0,0,0
658387,2021,04,09,2021-04-09,07:03:00,3,AL,01,0,1.00,0,0,0,0,32.3000,-87.8000,32.3000,-87.8000,0,0,0,0,0,91,0,0,0
658388,2021,04,09,2021-04-09,07:08:00,3,AL,01,0,0.88,0,0,0,0,32.3300,-87.7900,32.3300,-87.7900,0,0,0,0,0,91,0,0,0
658389,2021,04,09,2021-04-09,07:28:00,3,AL,01,0,1.50,0,0,0,0,31.0500,-85.3000,31.0500,-85.3000,0,0,0,0,0,69,0,0,0
658390,2021,04,09,2021-04-09,08:00:00,3,AL,01,0,1.00,0,0,0,0,31.2900,-85.1100,31.2900,-85.1100,0,0,0,0,0,69,0,0,0
658391,2021,04,09,2021-04-09,09:00:00,3,AL,01,0,1.50,0,0,0,0,32.6700,-86.4200,32.6700,-86.4200,0,0,0,0,0,1,0,0,0
658392,2021,04,09,2021-04-09,09:02:00,3,AL,01,0,1.00,0,0,0,0,32.7100,-86.3900,32.7100,-86.3900,0,0,0,0,0,51,0,0,0
658393,2021,04,09,2021-04-09,09:20:00,3,AL,01,0,1.50,0,0,0,0,32.5856,-86.1409,32.5856,-86.1409,0,0,0,0,0,1,0,0,0
658394,2021,04,09,2021-04-09,09:53:00,3,WV,54,0,0.75,0,0,0,0,38.7400,-80.3300,38.7400,-80.3300,0,0,0,0,0,97,0,0,0
658395,2021,04,09,2021-04-09,10:43:00,3,TX,48,0,0.75,0,0,0,0,33.5800,-95.3900,33.5800,-95.3900,0,0,0,0,0,277,0,0,0
658396,2021,04,09,2021-04-09,10:46:00,3,TX,48,0,0.75,0,0,0,0,33.3412,-95.2489,33.3412,-95.2489,0,0,0,0,0,159,0,0,0
658397,2021,04,09,2021-04-09,10:48:00,3,TX,48,0,1.75,0,0,4000,0,33.5300,-95.3200,33.5300,-95.3200,0,0,0,0,0,277,0,0,0
658398,2021,04,09,2021-04-09,10:50:00,3,TX,48,0,1.00,0,0,0,0,33.3395,-95.1791,33.3395,-95.1791,0,0,0,0,0,159,0,0,0
658399,2021,04,09,2021-04-09,10:55:00,3,TX,48,0,1.00,0,0,0,0,33.1617,-95.1122,33.1617,-95.1122,0,0,0,0,0,449,0,0,0
658400,2021,04,09,2021-04-09,11:06:00,3,TX,48,0,1.50,0,0,0,0,33.1991,-94.9943,33.1991,-94.9943,0,0,0,0,0,449,0,0,0
658401,2021,04,09,2021-04-09,11:20:00,3,TX,48,0,0.75,0,0,0,0,32.4911,-95.4569,32.4911,-95.4569,0,0,0,0,0,423,0,0,0
658402,2021,04,09,2021-04-09,11:40:00,3,TX,48,0,1.25,0,0,0,0,32.5345,-95.2707,32.5345,-95.2707,0,0,0,0,0,423,0,0,0
658403,2021,04,09,2021-04-09,11:50:00,3,TX,48,0,0.75,0,0,0,0,32.5872,-95.1994,32.5872,-95.1994,0,0,0,0,0,499,0,0,0
658404,2021,04,09,2021-04-09,11:50:00,3,AL,01,0,1.00,0,0,0,0,33.8642,-87.4217,33.8642,-87.4217,0,0,0,0,0,127,0,0,0
658405,2021,04,09,2021-04-09,11:50:00,3,AL,01,0,1.00,0,0,0,0,32.2875,-87.3722,32.2875,-87.3722,0,0,0,0,0,47,0,0,0
658406,2021,04,09,2021-04-09,11:51:00,3,TX,48,0,1.75,0,0,0,0,33.1853,-94.7110,33.1853,-94.7110,0,0,0,0,0,343,0,0,0
658407,2021,04,09,2021-04-09,11:55:00,3,TX,48,0,1.25,0,0,0,0,33.5035,-94.6062,33.5035,-94.6062,0,0,0,0,0,37,0,0,0
658408,2021,04,09,2021-04-09,11:55:00,3,AL,01,0,1.00,0,0,0,0,33.9259,-87.4124,33.9259,-87.4124,0,0,0,0,0,127,0,0,0
658409,2021,04,09,2021-04-09,11:56:00,3,TX,48,0,1.50,0,0,0,0,33.5147,-94.6288,33.5147,-94.6288,0,0,0,0,0,37,0,0,0
658410,2021,04,09,2021-04-09,12:08:00,3,WV,54,0,1.00,0,0,0,0,38.1500,-79.9800,38.1500,-79.9800,0,0,0,0,0,75,0,0,0
658411,2021,04,09,2021-04-09,12:18:00,3,AL,01,0,1.00,0,0,0,0,33.7300,-87.1000,33.7300,-87.1000,0,0,0,0,0,127,0,0,0
658412,2021,04,09,2021-04-09,12:21:00,3,AL,01,0,1.50,0,0,0,0,33.7500,-87.0500,33.7500,-87.0500,0,0,0,0,0,127,0,0,0
658413,2021,04,09,2021-04-09,12:30:00,3,AR,05,0,0.88,0,0,0,0,35.4319,-93.7594,35.4319,-93.7594,0,0,0,0,0,47,0,0,0
658414,2021,04,09,2021-04-09,12:37:00,3,AR,05,0,1.00,0,0,0,0,35.3500,-93.7100,35.3500,-93.7100,0,0,0,0,0,83,0,0,0
658415,2021,04,09,2021-04-09,12:39:00,3,AL,01,0,1.00,0,0,0,0,33.7700,-86.8200,33.7700,-86.8200,0,0,0,0,0,73,0,0,0
658416,2021,04,09,2021-04-09,12:40:00,3,TX,48,0,1.00,0,0,0,0,32.4762,-95.5211,32.4762,-95.5211,0,0,0,0,0,423,0,0,0
658417,2021,04,09,2021-04-09,12:57:00,3,VA,51,0,0.88,0,0,0,0,36.8300,-80.9500,36.8300,-80.9500,0,0,0,0,0,197,0,0,0
658418,2021,04,09,2021-04-09,12:58:00,3,AL,01,0,0.75,0,0,0,0,33.9800,-87.4400,33.9800,-87.4400,0,0,0,0,0,127,0,0,0
658419,2021,04,09,2021-04-09,13:00:00,3,AL,01,0,1.00,0,0,0,0,33.7300,-86.8200,33.7300,-86.8200,0,0,0,0,0,73,0,0,0
658420,2021,04,09,2021-04-09,13:12:00,3,AL,01,0,1.00,0,0,0,0,33.9400,-87.2700,33.9400,-87.2700,0,0,0,0,0,127,0,0,0
658421,2021,04,09,2021-04-09,13:13:00,3,LA,22,0,0.75,0,0,0,0,32.6158,-93.8158,32.6158,-93.8158,0,0,0,0,0,17,0,0,0
658422,2021,04,09,2021-04-09,13:16:00,3,VA,51,0,1.00,0,0,0,0,36.9503,-80.3591,36.9503,-80.3591,0,0,0,0,0,63,0,0,0
658423,2021,04,09,2021-04-09,13:24:00,3,LA,22,0,0.88,0,0,0,0,32.6316,-93.7334,32.6316,-93.7334,0,0,0,0,0,15,0,0,0
658424,2021,04,09,2021-04-09,13:25:00,3,VA,51,0,1.00,0,0,0,0,36.9400,-80.2500,36.9400,-80.2500,0,0,0,0,0,63,0,0,0
658425,2021,04,09,2021-04-09,13:30:00,3,VA,51,0,0.88,0,0,0,0,38.0100,-79.8400,38.0100,-79.8400,0,0,0,0,0,17,0,0,0
658426,2021,04,09,2021-04-09,13:30:00,3,VA,51,0,1.25,0,0,0,0,36.9500,-80.2600,36.9500,-80.2600,0,0,0,0,0,63,0,0,0
658427,2021,04,09,2021-04-09,13:30:00,3,AR,05,0,0.75,0,0,0,0,36.2300,-93.8000,36.2300,-93.8000,0,0,0,0,0,87,0,0,0
658428,2021,04,09,2021-04-09,13:33:00,3,MO,29,0,0.88,0,0,0,0,36.6700,-94.4000,36.6700,-94.4000,0,0,0,0,0,119,0,0,0
658429,2021,04,09,2021-04-09,13:36:00,3,VA,51,0,1.00,0,0,0,0,36.9000,-80.2600,36.9000,-80.2600,0,0,0,0,0,63,0,0,0
658430,2021,04,09,2021-04-09,13:38:00,3,WV,54,0,1.50,0,0,0,0,38.9988,-79.1349,38.9988,-79.1349,0,0,0,0,0,23,0,0,0
658431,2021,04,09,2021-04-09,13:40:00,3,AR,05,0,0.88,0,0,0,0,33.2664,-93.2242,33.2664,-93.2242,0,0,0,0,0,27,0,0,0
658432,2021,04,09,2021-04-09,13:40:00,3,WV,54,0,1.75,0,0,0,0,38.9987,-79.1221,38.9987,-79.1221,0,0,0,0,0,23,0,0,0
658433,2021,04,09,2021-04-09,13:50:00,3,AR,05,0,1.00,0,0,0,0,33.6300,-93.0100,33.6300,-93.0100,0,0,0,0,0,103,0,0,0
658434,2021,04,09,2021-04-09,13:50:00,3,AR,05,0,1.00,0,0,0,0,36.3300,-93.2300,36.3300,-93.2300,0,0,0,0,0,9,0,0,0
658435,2021,04,09,2021-04-09,14:05:00,3,WV,54,0,1.25,0,0,0,0,39.0072,-78.9490,39.0072,-78.9490,0,0,0,0,0,31,0,0,0
658436,2021,04,09,2021-04-09,14:09:00,3,VA,51,0,1.00,0,0,0,0,36.9100,-80.0100,36.9100,-80.0100,0,0,0,0,0,67,0,0,0
658437,2021,04,09,2021-04-09,14:10:00,3,NC,37,0,1.75,0,0,0,0,35.1100,-79.4700,35.1100,-79.4700,0,0,0,0,0,125,0,0,0
658438,2021,04,09,2021-04-09,14:10:00,3,NC,37,0,1.00,0,0,0,0,36.5100,-80.6100,36.5100,-80.6100,0,0,0,0,0,171,0,0,0
658439,2021,04,09,2021-04-09,14:10:00,3,NC,37,0,0.88,0,0,0,0,36.5000,-80.6300,36.5000,-80.6300,0,0,0,0,0,171,0,0,0
658440,2021,04,09,2021-04-09,14:13:00,3,NC,37,0,0.88,0,0,0,0,36.5200,-80.6000,36.5200,-80.6000,0,0,0,0,0,171,0,0,0
658441,2021,04,09,2021-04-09,14:15:00,3,NC,37,0,1.00,0,0,0,0,35.1300,-79.4700,35.1300,-79.4700,0,0,0,0,0,125,0,0,0
658442,2021,04,09,2021-04-09,14:15:00,3,NC,37,0,1.75,0,0,0,0,35.1300,-79.4400,35.1300,-79.4400,0,0,0,0,0,125,0,0,0
658443,2021,04,09,2021-04-09,14:15:00,3,NC,37,0,1.50,0,0,0,0,35.1200,-79.4800,35.1200,-79.4800,0,0,0,0,0,125,0,0,0
658444,2021,04,09,2021-04-09,14:15:00,3,SC,45,0,0.70,0,0,10,10,34.7700,-80.3900,34.7700,-80.3900,0,0,0,0,0,25,0,0,0
658445,2021,04,09,2021-04-09,14:17:00,3,AR,05,0,2.75,0,0,0,0,36.3200,-92.4400,36.3200,-92.4400,0,0,0,0,0,5,0,0,0
658446,2021,04,09,2021-04-09,14:25:00,3,VA,51,0,1.00,0,0,0,0,36.7800,-79.7100,36.7800,-79.7100,0,0,0,0,0,89,0,0,0
658447,2021,04,09,2021-04-09,14:28:00,3,MO,29,0,1.25,0,0,0,0,36.7500,-93.8900,36.7500,-93.8900,0,0,0,0,0,9,0,0,0
658448,2021,04,09,2021-04-09,14:28:00,3,NC,37,0,1.00,0,0,0,0,36.4900,-80.4700,36.4900,-80.4700,0,0,0,0,0,171,0,0,0
658449,2021,04,09,2021-04-09,14:30:00,3,VA,51,0,1.25,0,0,0,0,36.5800,-78.7000,36.5800,-78.7000,0,0,0,0,0,117,0,0,0
658450,2021,04,09,2021-04-09,14:30:00,3,VA,51,0,1.00,0,0,0,0,36.7200,-76.6600,36.7200,-76.6600,0,0,0,0,0,800,0,0,0
658451,2021,04,09,2021-04-09,14:34:00,3,VA,51,0,1.25,0,0,0,0,36.6200,-79.0300,36.6200,-79.0300,0,0,0,0,0,83,0,0,0
658452,2021,04,09,2021-04-09,14:36:00,3,NC,37,0,1.00,0,0,0,0,35.4600,-78.9100,35.4600,-78.9100,0,0,0,0,0,85,0,0,0
658453,2021,04,09,2021-04-09,14:37:00,3,AR,05,0,0.75,0,0,0,0,33.1704,-92.7204,33.1704,-92.7204,0,0,0,0,0,139,0,0,0
658454,2021,04,09,2021-04-09,14:38:00,3,VA,51,0,1.25,0,0,0,0,36.6300,-78.9300,36.6300,-78.9300,0,0,0,0,0,83,0,0,0
658455,2021,04,09,2021-04-09,14:45:00,3,AR,05,0,1.00,0,0,0,0,33.1916,-92.6397,33.1916,-92.6397,0,0,0,0,0,139,0,0,0
658456,2021,04,09,2021-04-09,14:45:00,3,MO,29,0,1.00,0,0,0,0,36.8800,-93.7200,36.8800,-93.7200,0,0,0,0,0,9,0,0,0
658457,2021,04,09,2021-04-09,14:45:00,3,NC,37,0,1.00,0,0,0,0,36.5000,-80.3900,36.5000,-80.3900,0,0,0,0,0,169,0,0,0
658458,2021,04,09,2021-04-09,14:48:00,3,VA,51,0,1.75,0,0,20000,0,36.9100,-80.0800,36.9100,-80.0800,0,0,0,0,0,67,0,0,0
658459,2021,04,09,2021-04-09,14:50:00,3,VA,51,0,1.50,0,0,0,0,36.6100,-76.3300,36.6100,-76.3300,0,0,0,0,0,550,0,0,0
658460,2021,04,09,2021-04-09,14:51:00,3,MO,29,0,0.88,0,0,0,0,36.5800,-91.1000,36.5800,-91.1000,0,0,0,0,0,181,0,0,0
658461,2021,04,09,2021-04-09,14:54:00,3,MO,29,0,1.00,0,0,0,0,36.8200,-93.9200,36.8200,-93.9200,0,0,0,0,0,9,0,0,0
658462,2021,04,09,2021-04-09,14:55:00,3,VA,51,0,1.50,0,0,0,0,36.5900,-76.2900,36.5900,-76.2900,0,0,0,0,0,550,0,0,0
658463,2021,04,09,2021-04-09,14:57:00,3,AR,05,0,1.00,0,0,0,0,36.4700,-91.5400,36.4700,-91.5400,0,0,0,0,0,49,0,0,0
658464,2021,04,09,2021-04-09,14:59:00,3,MO,29,0,1.00,0,0,0,0,37.0400,-94.5600,37.0400,-94.5600,0,0,0,0,0,145,0,0,0
658465,2021,04,09,2021-04-09,15:00:00,3,VA,51,0,0.75,0,0,0,0,36.9200,-80.0200,36.9200,-80.0200,0,0,0,0,0,67,0,0,0
658466,2021,04,09,2021-04-09,15:02:00,3,OK,40,0,1.00,0,0,0,0,35.4700,-98.3600,35.4700,-98.3600,0,0,0,0,0,15,0,0,0
658467,2021,04,09,2021-04-09,15:04:00,3,MO,29,0,1.00,0,0,0,0,36.5200,-91.5400,36.5200,-91.5400,0,0,0,0,0,149,0,0,0
658468,2021,04,09,2021-04-09,15:04:00,3,AR,05,0,1.00,0,0,0,0,33.1447,-92.6237,33.1447,-92.6237,0,0,0,0,0,139,0,0,0
658469,2021,04,09,2021-04-09,15:05:00,3,VA,51,0,1.25,0,0,0,0,36.7300,-79.4800,36.7300,-79.4800,0,0,0,0,0,143,0,0,0
658470,2021,04,09,2021-04-09,15:05:00,3,AR,05,0,1.00,0,0,0,0,35.6800,-90.5378,35.6800,-90.5378,0,0,0,0,0,111,0,0,0
658471,2021,04,09,2021-04-09,15:07:00,3,OK,40,0,1.25,0,0,0,0,35.4700,-98.3600,35.4700,-98.3600,0,0,0,0,0,15,0,0,0
658472,2021,04,09,2021-04-09,15:08:00,3,AR,05,0,1.00,0,0,0,0,35.9000,-90.5800,35.9000,-90.5800,0,0,0,0,0,31,0,0,0
658473,2021,04,09,2021-04-09,15:10:00,3,OK,40,0,1.00,0,0,0,0,35.5000,-98.3600,35.5000,-98.3600,0,0,0,0,0,15,0,0,0
658474,2021,04,09,2021-04-09,15:11:00,3,NC,37,0,1.00,0,0,0,0,36.5300,-78.5200,36.5300,-78.5200,0,0,0,0,0,77,0,0,0
658475,2021,04,09,2021-04-09,15:11:00,3,NC,37,0,1.75,0,0,0,0,35.5100,-78.7400,35.5100,-78.7400,0,0,0,0,0,85,0,0,0
658476,2021,04,09,2021-04-09,15:12:00,3,VA,51,0,1.25,0,0,0,0,36.6800,-79.4200,36.6800,-79.4200,0,0,0,0,0,143,0,0,0
658477,2021,04,09,2021-04-09,15:13:00,3,NC,37,0,1.00,0,0,0,0,35.5100,-78.5600,35.5100,-78.5600,0,0,0,0,0,101,0,0,0
658478,2021,04,09,2021-04-09,15:14:00,3,VA,51,0,1.00,0,0,0,0,36.7500,-79.4200,36.7500,-79.4200,0,0,0,0,0,143,0,0,0
658479,2021,04,09,2021-04-09,15:15:00,3,AL,01,0,1.00,0,0,0,0,32.5400,-87.9300,32.5400,-87.9300,0,0,0,0,0,119,0,0,0
658480,2021,04,09,2021-04-09,15:17:00,3,AR,05,0,1.00,0,0,0,0,36.1215,-90.5113,36.1215,-90.5113,0,0,0,0,0,55,0,0,0
658481,2021,04,09,2021-04-09,15:18:00,3,AR,05,0,1.50,0,0,0,0,36.0500,-90.4800,36.0500,-90.4800,0,0,0,0,0,55,0,0,0
658482,2021,04,09,2021-04-09,15:19:00,3,MO,29,0,1.00,0,0,0,0,36.6200,-90.8200,36.6200,-90.8200,0,0,0,0,0,181,0,0,0
658483,2021,04,09,2021-04-09,15:20:00,3,AR,05,0,1.00,0,0,0,0,33.7500,-92.0000,33.7500,-92.0000,0,0,0,0,0,25,0,0,0
658484,2021,04,09,2021-04-09,15:20:00,3,TX,48,0,0.75,0,0,0,0,31.6665,-94.9933,31.6665,-94.9933,0,0,0,0,0,73,0,0,0
658485,2021,04,09,2021-04-09,15:20:00,3,AR,05,0,1.50,0,0,0,0,36.0709,-90.5121,36.0709,-90.5121,0,0,0,0,0,55,0,0,0
658486,2021,04,09,2021-04-09,15:25:00,3,OK,40,0,0.75,0,0,0,0,36.5289,-95.7012,36.5289,-95.7012,0,0,0,0,0,131,0,0,0
658487,2021,04,09,2021-04-09,15:25:00,3,AR,05,0,0.88,0,0,0,0,36.3200,-90.5102,36.3200,-90.5102,0,0,0,0,0,21,0,0,0
658488,2021,04,09,2021-04-09,15:27:00,3,VA,51,0,1.00,0,0,0,0,36.6586,-79.3253,36.6586,-79.3253,0,0,0,0,0,143,0,0,0
658489,2021,04,09,2021-04-09,15:30:00,3,VA,51,0,1.00,0,0,0,0,36.6100,-76.2000,36.6100,-76.2000,0,0,0,0,0,550,0,0,0
658490,2021,04,09,2021-04-09,15:30:00,3,VA,51,0,1.00,0,0,0,0,36.5500,-78.4600,36.5500,-78.4600,0,0,0,0,0,117,0,0,0
658491,2021,04,09,2021-04-09,15:30:00,3,OK,40,0,1.00,0,0,0,0,36.3094,-96.4132,36.3094,-96.4132,0,0,0,0,0,113,0,0,0
658492,2021,04,09,2021-04-09,15:30:00,3,AR,05,0,1.25,0,0,0,0,36.2000,-90.5200,36.2000,-90.5200,0,0,0,0,0,55,0,0,0
658493,2021,04,09,2021-04-09,15:31:00,3,OK,40,0,1.75,0,0,20000,0,36.3304,-96.4512,36.3304,-96.4512,0,0,0,0,0,113,0,0,0
658494,2021,04,09,2021-04-09,15:32:00,3,TX,48,0,1.00,0,0,0,0,31.7360,-94.9023,31.7360,-94.9023,0,0,0,0,0,347,0,0,0
658495,2021,04,09,2021-04-09,15:33:00,3,NC,37,0,1.00,0,0,0,0,36.1200,-76.7500,36.1200,-76.7500,0,0,0,0,0,15,0,0,0
658496,2021,04,09,2021-04-09,15:33:00,3,VA,51,0,1.75,0,0,0,0,36.6054,-79.2298,36.6054,-79.2298,0,0,0,0,0,143,0,0,0
658497,2021,04,09,2021-04-09,15:34:00,3,MO,29,0,1.50,0,0,0,0,36.6200,-90.8200,36.6200,-90.8200,0,0,0,0,0,181,0,0,0
658498,2021,04,09,2021-04-09,15:35:00,3,NC,37,0,1.00,0,0,0,0,36.1000,-76.6700,36.1000,-76.6700,0,0,0,0,0,41,0,0,0
